mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_13,delta2_14,delta2_15,delta2_16,delta2_17,delta2_18,delta2_19,delta2_20,label
-297.02017,57.690304,49.790806,31.778131,-21.672855,15.618515,-18.011929,-1.1822488,-7.0689864,-2.3111625,0.2647591,-8.068957,1.4559301,3.4636784,0.6612682,0.7179396,1.0327663,-2.8742392,-10.77398,-0.21858387,0.9705221,-1.7386061,0.173322,-1.6028593,-0.23689112,0.51632303,-0.51912457,0.43351436,0.38647854,-0.021501157,0.6303087,0.10887051,0.45212698,0.07321082,-0.037658017,-0.044084582,0.2197351,0.12005855,0.117538884,-0.0177117,1.3612192,1.5702693,-0.58724993,-0.121208064,0.03523687,-0.15248722,0.06955408,-0.56516767,-0.094878234,0.072926395,-0.046103302,0.10474299,-0.045979705,-0.08406872,-0.109952286,0.029898688,0.08069259,0.025980186,0.05972181,-0.13142034,0
-306.62857,60.884514,54.45263,24.828043,-18.710615,13.354024,-23.086529,3.6888685,-0.2774279,-4.08813,-0.19429468,-11.258448,6.068535,4.7417254,-0.12885752,0.7558552,-3.6846485,-5.735389,-8.310043,-0.9904595,-2.4023616,-2.907754,1.5820878,-0.54988176,0.6081037,0.81483984,0.16040863,0.6107349,0.22309273,-0.22471848,0.34388134,-0.02180721,-0.1390314,-0.022063378,0.10849894,0.0131932385,-0.2824399,0.09842551,0.30573997,-0.025537567,-0.10952616,-1.4565266,0.53884655,-0.39509055,0.14152208,0.1589011,0.058032766,0.15553375,-0.09026749,0.17712915,0.08755005,0.06429176,0.03169664,-0.022761635,0.14550677,0.045636825,0.026646255,0.05747429,0.040959973,0.059082508,0
-235.36134,120.05002,2.209868,40.229855,18.675102,2.719635,-9.63556,5.7912564,-10.456564,-2.530409,-11.535094,-0.013553271,-4.497986,7.902331,-8.038836,7.4208593,2.746489,1.8608087,-11.317598,0.6939558,0.9850328,-2.4485831,1.5440484,-1.5601168,-0.253912,0.6182483,-0.5326821,0.37010717,0.05759037,0.27034795,0.107005075,-0.07422494,0.2673045,-0.2952041,0.024185538,-0.031913757,0.25542518,-0.124641195,0.10823209,-0.13056242,-0.61855537,-0.2846176,0.46100983,-0.39072922,-0.21953855,0.2710972,0.019753668,0.115935124,0.094202936,0.17179511,0.0700759,-0.011208811,-0.032688588,-0.12173183,0.18346168,-0.0012628739,0.085563555,0.18149148,-0.05298847,-0.04583578,0
-227.34502,111.74213,6.85343,29.647354,18.768942,5.498315,-7.578484,5.423849,-8.114684,0.14224364,-9.25225,-0.47768655,-1.8386341,6.796811,-8.315077,6.354145,3.9915888,0.9840262,-9.519647,0.26115495,0.18789214,1.1463182,-0.8289182,-0.1582028,0.11182979,-0.3044312,0.19851312,-0.48615393,0.21651113,-0.16688429,0.023468172,0.26433572,0.35865873,0.14260176,-0.3748526,0.3064471,-0.35811943,-0.096035756,-0.03530015,0.094511904,0.023809774,0.21467003,0.12734397,-0.07667488,0.18931316,-0.082890734,0.11998071,-0.23041846,0.11882711,-0.16127701,-0.066255696,0.073052354,-0.064736724,0.08856312,-0.0071866172,-0.032129712,0.005328099,-0.054565854,0.12342073,-0.043658856,0
-229.0532,114.92943,14.5952635,26.55482,13.714108,12.018559,-4.698794,1.7047911,-7.554185,-4.30298,-9.353276,-2.6612437,-1.3964095,6.6620436,-5.855015,6.968329,1.170018,3.466565,-8.75619,-1.362589,-0.81999856,1.3866512,-1.0402322,1.3660284,0.35726377,-0.7567051,0.46757448,-0.0513817,0.042602833,-0.6210032,-0.03779818,0.04280904,-0.24250524,-0.1728121,-0.031672254,-0.120644145,0.19531333,0.18737109,-0.042205695,0.044943348,0.17214032,-0.8207919,0.661511,0.19588204,0.06975761,-0.22134681,-0.012902154,0.39138326,-0.09652292,-0.23822008,0.06793492,-0.07326319,-0.01052178,-0.14995018,0.084901415,-0.009572999,0.018187432,0.058447413,0.0035506112,-0.076096624,0
-220.28354,113.82045,9.012963,38.704144,10.801201,9.511823,-2.844478,4.6922445,-12.23823,-2.2399065,-11.214441,-0.6616185,-6.312894,4.9112816,-4.3862906,5.8869934,0.50704515,4.146384,-8.155931,-2.3143804,2.2469337,-0.36611316,0.064304926,0.6372644,0.19028065,-0.70235306,-0.016651236,-0.27760297,-0.65241534,-0.1987717,-0.2701294,0.023416214,-0.13806619,0.047738902,0.13221666,-0.028594602,-0.12718144,0.09723192,-0.02606603,-0.15069656,0.8227441,-0.44801635,0.2283243,0.108189665,0.14096947,0.07620699,-0.07653078,0.03258502,-0.04536967,0.18047465,-0.046976395,0.06395162,-0.007180133,-0.06981825,0.063235424,-0.14775719,-0.040879782,-0.115113966,-0.00028778825,-0.070466936,0
-212.98592,111.16105,9.779762,38.18257,11.967494,6.643203,-5.2888265,6.531657,-14.393752,-0.18845676,-9.367961,-0.08086057,-7.0853195,5.92895,-5.724423,5.927332,1.9831456,1.9555187,-6.7976103,-2.541724,-0.66503483,1.0594027,-0.4633783,-0.59524506,0.13041434,0.029555578,-0.08338042,-0.08335569,-0.003320168,0.25447682,-0.1263373,0.08747766,0.124183565,0.23793367,-0.23081174,0.05802936,0.2351843,0.045668192,-0.09514185,-0.011617723,0.491372,-0.03808745,-0.1693351,-0.20640412,0.34666917,-0.40539902,-0.21741171,-0.013183119,0.0795788,0.07358759,-0.007852062,-0.059000615,0.020510422,0.08343545,-0.13047896,-0.06199232,0.0050894506,-0.087451026,-0.018612286,0.059127405,0
-210.88297,124.105865,0.89180523,29.029434,13.213217,8.741001,-8.627372,1.6452874,-12.979249,1.2262101,-7.898731,-3.144676,-2.0655863,7.7060485,-8.591503,8.723742,1.4664595,0.95613706,-8.28566,-1.248678,-0.3915545,0.12645125,0.4369343,-0.8416042,-0.5622802,0.77424866,-0.17780086,-0.12474894,0.04854783,0.0021609408,0.38070694,-0.17056473,0.33337402,-0.012933803,-0.14277616,0.17565644,-0.3333099,0.20518404,-0.28648427,-0.06913549,-0.6286312,-0.32779297,0.5290395,0.22254375,0.12625878,-0.081852324,0.24253923,0.15808815,-0.12612122,-0.28400943,0.054734327,-0.010076822,-0.11527688,-0.2078478,0.04817308,0.015217988,0.14868672,0.10528417,0.11030197,-0.03951026,0
-225.50435,135.5816,-4.6989765,29.584871,11.238177,7.991922,-3.612757,2.9833877,-11.043244,2.0793457,-6.5011306,-0.5877039,-1.0527604,6.7513967,-8.220538,8.654308,2.2730417,3.3813944,-8.899393,-0.7704187,-1.2683718,1.2432297,-0.1651765,-1.0794425,-0.39813405,0.7034036,0.2018153,0.0021289568,0.20228234,0.1033865,0.11370214,0.14931129,0.064705215,-0.044756636,0.024304004,-0.33236423,-0.24031824,0.27011922,-0.30379537,0.1486944,-0.1372352,-0.24455012,-0.0846285,-0.100072354,0.10892923,0.29202437,-0.06848864,0.10536438,0.35355517,0.16660105,0.063741766,-0.10283105,0.014003862,-0.0992972,-0.005746285,-0.0528781,0.12913993,-0.14903267,0.08218638,0.055499606,0
-228.26772,50.76915,-44.498802,12.101702,-43.025948,-3.171749,-39.769295,-4.236844,-17.753744,-10.907305,-20.972054,-10.357382,-9.596404,-14.088117,-3.5518615,-4.7804213,-3.2708013,1.3409271,-4.6397195,-0.24037817,4.243612,-0.8206101,-1.1449538,0.7597453,-1.2887009,0.054099325,-0.40514934,-0.70752156,0.18506019,-0.005036044,0.1807689,0.072797276,0.45722356,-0.35001975,0.17348793,0.039519068,0.10686272,0.34692657,0.19335735,-0.050100233,-1.9080726,0.5928464,-0.2361979,0.105717674,0.23410119,-0.1271039,0.5600387,0.051124353,0.21608412,0.12517568,0.37293202,0.025448168,0.04518714,0.14409514,0.05397951,0.14187281,0.54464215,0.11587312,0.067668185,-0.03591862,0
-220.11186,48.586273,-51.38556,1.9478694,-41.10889,2.2624886,-37.84976,-5.757379,-12.56041,-7.1078005,-23.4359,-3.0635595,-11.28901,-12.702557,-9.20931,-8.92547,-8.168675,0.9187209,-7.5238137,-2.0443468,0.8083221,1.5741929,-1.1019933,-1.7178179,0.84616435,0.82349396,-0.02761809,-0.34994623,0.7231367,-0.40936658,-0.48397222,0.23144051,0.04293554,0.15257756,-0.38788736,0.17375028,-0.1580266,0.14822705,0.08193246,0.070711985,-0.27846953,0.5392408,0.24585307,0.4867174,0.41501287,-0.3070763,0.2466459,0.22949333,0.18701793,-0.17400645,0.12171801,0.20458043,-0.0072692726,-0.107945755,0.21954727,0.028374854,0.08129583,0.18039745,-0.2542548,-0.22885095,0
-236.12384,58.432343,-57.891045,0.693333,-32.54849,2.3256962,-31.182245,-4.887287,-14.7051325,-4.01449,-21.593763,-3.5913494,-9.480193,-9.9768915,-13.157696,-11.340313,-8.684657,7.5533605,-7.2155023,3.7072465,-2.5086098,-0.2763617,0.2704654,-0.2788833,0.6717987,0.05000846,0.036246475,-0.18586789,-0.035561804,-0.19421665,-0.41202518,-0.40509558,-0.034026243,-0.33420944,-0.1500091,0.22640961,0.8085712,1.1751074,0.9991931,0.3497387,-2.0011487,0.7555163,1.2351452,-0.22189683,0.9951105,-0.09572341,0.26499006,-0.16704431,0.30116728,-0.18786615,0.19820331,-0.011524848,0.14176269,0.024229754,0.14706022,0.20161201,0.11379566,0.0041449787,-0.32019404,-0.39572343,0
-283.6925,68.75178,-33.064228,9.716105,-32.93278,5.831886,-31.433033,-9.266797,-19.440304,-3.5561266,-22.84826,-7.381095,-3.1282146,-13.654623,-11.100032,-12.343645,-10.257149,5.0215383,-3.9592707,10.37616,-3.5126715,0.41037163,1.4023229,0.27719787,0.6407282,-0.12210356,-0.87255967,-0.4427718,0.33374274,0.021257339,-0.3288711,0.03715183,-0.07897902,-0.06267981,0.16904874,0.37511632,-0.060257778,-0.37438306,-0.17518231,-0.52236754,0.023356603,-0.9022351,-0.33167708,0.23740745,0.3501258,-0.17528883,0.43362004,0.39138067,0.33829683,0.07885495,0.25919306,0.19322692,-0.103454344,0.10112397,0.05724676,0.18479237,0.18181624,0.3757539,0.29380766,0.03872047,0
-274.6646,42.088913,-23.760157,11.486778,-34.05653,4.0302677,-28.412437,-10.852225,-20.839933,-1.4732883,-22.04117,-4.68711,-2.5649803,-8.227141,-8.80793,-7.644431,-13.569472,2.549615,-9.305883,9.304823,-1.654283,-0.27104983,2.736123,0.695404,-0.13168135,0.2648228,-0.15321136,-1.1925892,-0.048700854,-0.08535149,0.21999134,-0.6660441,0.322643,-0.03497798,-0.08761706,-0.14227122,-0.6420007,-0.635256,-0.7744639,-0.307425,0.33630505,0.9314781,0.36384004,0.28196114,-0.13550118,-0.08222962,0.1532289,-0.30056965,0.30531162,0.06954568,0.042597953,-0.24189252,0.1163748,-0.16703273,-0.008503888,0.25846642,0.11498041,0.08110953,-0.33585358,-0.35770267,0
-171.37788,67.03916,3.2020986,-0.10404877,-27.50854,-13.653601,-28.843966,-16.70064,-20.191158,-2.5878127,-17.087597,-8.372016,-9.552408,-11.840166,-6.9919515,-9.66004,-12.168159,-7.116065,-8.504555,-2.258593,1.1593024,0.8887268,0.41269872,0.650313,-0.038523234,-0.20931041,-0.5642755,0.33636463,-0.4433997,-0.22337984,0.25146955,-0.12004101,-0.22840169,-0.012038466,0.10031997,-0.33557656,-0.101466954,-0.21554457,-0.2676707,-0.04774233,-0.7943313,-0.68659955,0.114914104,0.068990506,0.8186726,-0.19728824,0.0004143488,0.18753639,0.035522237,-0.11243814,0.010275345,-0.02969865,0.11939482,0.061935954,0.054955326,0.10268827,-0.026862409,0.0011115113,0.097485326,0.06974997,0
-194.39688,75.114296,-9.901852,6.85943,-23.745958,-15.68966,-45.425896,-17.554543,-16.878397,-8.824085,-16.997925,0.4669029,-13.199512,-15.784187,-1.8310547,-16.899889,-11.325031,-11.600738,-14.398347,-4.2404647,-2.7273138,2.16173,-1.8082881,0.09213053,-0.8811181,-0.58387274,-1.0078197,-0.24305955,0.31432664,-0.29827592,-0.0074379444,0.72590303,0.07096386,0.008755544,0.21988031,-0.09175594,-0.1383566,0.032508988,-0.012848277,0.14399624,-1.7398735,0.85831004,0.27667585,0.00287529,0.28881383,-0.11769293,0.28193927,-0.2320843,0.10115464,0.24009944,-0.10681182,0.0023036269,0.16589125,0.07748804,-0.18944567,0.1772972,0.12792693,0.06536132,-0.12250946,-0.021951219,0
-219.11012,111.84337,-25.598392,0.76266766,-29.084433,-15.828329,-51.58614,-16.956594,-7.201291,-11.964239,-23.493813,7.257853,-15.31873,-16.231003,-1.7727293,-19.812037,-9.449592,-14.981917,-10.733057,-9.528818,-2.1664002,0.828244,0.23016006,-0.8676521,-0.83611524,-0.2384209,-0.06660416,0.42911488,-0.036202036,-0.14813481,-0.043832,-0.18049392,0.10197776,0.3870801,-0.38574028,0.053506624,0.040928468,-0.07295977,0.21455906,0.13339812,-0.15836969,0.31482926,1.2407868,0.14547667,0.36210853,-0.06492244,-0.08218215,0.3177793,0.020621935,0.0047705495,0.2628809,-0.095223896,0.04138404,0.103444934,0.063965835,0.0854792,0.13227057,0.20992722,0.12963174,0.19234331,0
-197.00264,99.0156,-18.14808,-11.732088,-28.492817,-3.5399644,-42.14085,-17.285084,-10.487639,-14.191563,-20.53978,-2.4413824,-8.2004795,-12.676308,-9.086253,-12.102059,-10.3328085,-10.862542,-6.3411937,-7.72756,5.345177,-0.8455713,-0.23119143,-0.63054985,0.15242839,0.49187657,0.44216314,0.5284019,0.050207455,-0.34392193,-0.20039557,-0.2790373,-0.41779935,0.043401487,-0.12931393,0.2554001,-0.22791658,-0.078345545,0.27715427,0.38910615,-3.82091,-1.9117049,1.3800278,0.09280818,0.685734,-0.20395312,0.52443177,-0.265967,-0.2323484,0.22072452,0.29404584,0.07475966,0.2429534,0.23683836,0.032452825,0.1819805,0.117087066,0.35414013,-0.21918546,0.15705967,0
-171.41039,100.43952,-16.090254,-8.295541,-27.730993,0.4308845,-35.66614,-27.445421,-14.934795,-14.884627,-18.28736,-8.766005,-4.686886,-12.839288,-11.024081,-7.633047,-12.812476,-7.4634066,-8.259744,-3.4499073,0.69581485,1.6964108,-1.9613036,-0.51204336,-0.40509057,0.4873267,0.91110075,0.26430127,0.5308672,0.29262787,-0.27244383,0.41200525,0.48861402,0.002803759,0.26209894,0.0053303847,0.044082947,0.28325504,0.14572904,0.08083899,1.4801335,-0.41196787,-0.04002275,0.62923384,-0.11885335,-0.06588572,0.23089375,-0.19259664,-0.14531708,0.38803998,-0.16427626,-0.38283762,0.081822045,-0.14257519,-0.005863727,0.13470297,-0.14806241,0.28909546,0.038113292,0.083852276,0
-173.97498,82.07403,-17.488178,0.4047316,-25.858727,-5.12782,-41.904526,-20.793104,-11.774904,-13.2660265,-24.053999,-1.5897366,-6.4169893,-15.522418,-8.8733225,-6.5946774,-13.677113,-7.537821,-9.858041,-4.4773726,-0.5771889,-0.7017672,0.78174096,-0.8469461,0.66274846,0.10635818,0.08825497,0.56529665,0.14335863,-0.2774977,0.31453875,-0.46199733,-0.10166827,-0.12995076,0.10124981,-0.17019273,-0.32471228,-0.1679433,-0.035007372,-0.3393004,-0.7028682,-1.4583275,-0.60523975,-0.5716843,1.0314721,-0.3085612,0.35283402,0.49119276,0.29684415,-0.19275665,0.2510454,-0.09091374,-0.039066575,0.199541,-0.1371147,0.2782556,-0.053589825,0.067320116,0.039951775,0.12700571,0
-199.33118,74.730644,-31.621468,-12.383839,-18.816479,1.6788855,-37.772102,-12.652606,-7.76259,-11.493403,-20.520082,-2.0264626,-9.327959,-11.30021,-8.818744,-2.2741764,-14.308232,-9.774013,-5.5428843,-7.1270585,-0.3772141,-0.59471333,-0.59868324,0.11017126,0.032406833,-0.19860044,-1.3115503,0.33701774,0.3394445,-0.21517543,0.30348352,0.16818653,0.050289743,0.04118399,-0.54801965,-0.11300674,-0.041527793,-0.31096032,-0.09758553,0.030408783,-0.5351532,2.3402553,-0.8056824,-0.18849593,-0.20848857,0.34768865,-0.09863488,-0.13898955,0.05157958,-0.08939881,-0.15931319,-0.10110961,-0.064828366,0.06838857,0.038855873,0.03844046,0.11019401,-0.22555628,0.12737636,0.010432328,0
-202.85007,96.910225,-37.709126,-19.359922,-19.85959,9.651106,-38.944176,-18.140684,-3.392827,-12.485406,-14.384081,-1.4264551,-6.2823853,-8.688674,-8.258107,-4.2216463,-13.630847,-8.51401,-4.4921427,-7.0483146,4.655469,0.8336836,0.4114165,0.31826395,0.15181354,-0.7627237,-0.5716847,0.05268843,-0.35276124,-0.09087144,0.4869341,0.17172788,-0.17978589,0.18393138,0.05389055,-0.4583492,0.054632496,-0.38332114,-0.22638884,-0.07975118,-0.050560027,0.061188594,-0.25898433,0.14175092,-0.21688966,0.12716688,0.11308181,0.48642588,0.24338314,0.011108448,0.19022751,0.14383428,0.048835665,0.032719802,0.21034475,-0.040932972,0.07127523,0.06241323,-0.038615894,-0.00018253023,0
-173.32883,75.15515,-13.950131,9.013712,-29.346315,-0.35429737,-44.395916,-21.569431,-13.569737,-13.134632,-16.92094,-4.9240494,-4.579644,-12.015927,-9.699227,-7.383783,-13.812753,-8.675691,-9.646547,-2.8580205,0.175492,0.46454045,1.031543,0.7774361,0.4350592,-0.7891583,0.73265064,-0.42085356,-0.5943565,0.3164109,-0.03270053,-0.29995835,-0.36202437,0.13667393,-0.0011144404,-0.456574,0.31555963,0.042918522,-0.3937076,0.100399986,-1.7247467,1.4694892,0.14672062,0.1711684,-0.27920526,0.280056,-0.05140076,0.018569933,0.07362894,-0.033597052,0.15549336,-0.098071,0.11176716,-0.07601271,0.16630384,0.108921275,0.13978788,-0.1452448,-0.0063088215,-0.22639483,0
-305.06476,120.29435,2.047275,21.240278,-4.7173643,-23.284435,-12.180397,-20.660465,-18.567013,-14.229211,-21.00749,-6.9925237,-3.0217724,-12.854757,1.4846092,-9.808232,-5.766606,-5.545218,-10.799721,-0.62496954,-0.7957208,0.27438757,0.2124443,0.73993355,0.10579541,-0.311572,0.28927028,-0.11418062,0.055099726,0.32500318,0.14103071,-0.17912523,0.19314268,-0.030181948,-0.08212246,0.16388516,-0.19401027,-0.032726895,-0.011990562,-0.055512544,-0.45319882,0.8550016,0.35036597,0.21869616,0.24539934,-0.060273133,-0.24202472,-0.14346288,0.08064834,0.25422058,0.1065786,-0.06963793,-0.06647809,0.09918714,-0.0144777885,0.004909464,-0.100093305,0.19810835,0.19750053,0.09660607,0
-312.17856,122.630714,10.063003,26.081766,5.134487,-25.858171,-14.209144,-29.846106,-25.329935,-13.603075,-17.473185,-8.996547,3.0159307,-14.013787,2.100544,-7.206096,-12.758493,-0.23816036,-13.439897,-0.51921344,-0.06193379,-0.6790933,0.17367658,0.43869567,-0.0938563,0.086226396,0.2516383,-0.422265,-0.14115866,-0.10224091,0.13070153,-0.34905064,0.30965593,0.27986708,0.23106205,-0.10897277,-0.046917718,0.13845822,-0.03821709,-0.011699533,0.58477056,0.50971776,-0.45369428,-0.21206318,0.42720744,0.39550528,-0.21652016,0.0883706,0.19758159,0.22879404,-0.0072375024,0.0066593206,-0.042967204,0.21025512,-0.15967435,-0.15946354,0.13585399,-0.12512696,0.2157377,-0.20708157,0
-321.4732,119.8875,15.494123,23.371902,0.40167287,-23.60563,-12.119866,-32.396072,-28.976055,-10.981374,-17.720665,-10.330586,6.689077,-16.10653,4.3530297,-5.960054,-13.56661,-1.4720818,-11.502912,-2.4701033,-1.1789229,-0.0901728,0.73267645,0.5481716,-0.26157165,0.22365816,0.043395374,-0.40185907,-0.18737029,-0.31354856,-0.37517655,-0.007013297,0.091773264,-0.5658761,0.053825766,0.19854814,0.028241869,-0.08749754,0.039047156,0.020659488,-0.23315315,0.045383513,0.17854802,1.1395301,0.8921968,0.31479147,-0.3137914,0.1412045,0.1819646,0.21756685,0.11086153,-0.07526201,-0.16336395,0.17065041,0.0011523735,0.11713891,0.10310211,0.06796054,0.08592221,0.044262055,0
-355.97562,124.38789,34.443523,18.366402,-4.069501,-20.324015,-13.217082,-28.991512,-24.070505,-12.944412,-15.040198,-11.67209,3.0618684,-11.285979,3.9749966,-3.0502586,-10.751527,-4.5502763,-9.316341,-5.567295,-0.85551274,-1.0134718,-1.6208719,-0.23971406,0.41735283,0.26984635,0.2131108,0.60292333,0.5244258,0.27707773,0.12661578,0.6047593,-0.07104831,0.12492322,-0.08980623,-0.14879845,0.22083873,-0.0529511,0.07747911,0.057503324,0.15368453,0.20571151,0.1984068,-0.18490016,-0.030723117,0.025508597,0.01799027,-0.007372824,0.15765865,-0.009761095,-0.07344203,0.14574395,-0.1859415,0.17067707,-0.14022593,-0.0064543895,0.07353156,-0.24112889,-0.016025411,-0.19266203,0
-409.40173,76.47816,-12.229558,2.7513664,-9.557212,-13.925175,-19.729036,17.93353,-9.575494,-4.0139656,-0.071117826,-9.059963,4.0310187,-2.4678073,-5.2700467,-2.104634,-4.1204667,-6.698571,1.0709177,-5.4177623,-7.9114566,-2.3703017,1.7010025,0.37401494,0.446727,-0.19326387,0.28103778,-0.3219655,0.03347983,-0.28910244,0.061909646,0.54292667,-0.1291625,0.02749552,0.23101395,-0.0788795,-0.011576282,0.447358,-0.07716061,0.15636653,-0.56167185,0.49403673,-0.113745615,-0.023575844,0.22095205,0.07482125,-0.01577326,-0.2283313,-0.0788409,-0.114653975,0.04559709,-0.056355886,-0.05866463,-0.009349286,0.052457538,-0.029477501,0.13159193,0.032422937,-0.024783483,-0.01778242,0
-268.79272,65.209785,34.95576,13.042901,-46.05946,-32.613842,-16.463497,-25.16186,-20.272255,-5.0630736,-20.311226,-9.791384,-8.422629,-11.849632,-5.796332,-0.40841135,-14.736371,-5.865331,-5.1005216,-7.2121253,-1.736869,0.40356937,0.32835534,-1.5642496,1.4430132,0.4274074,-0.2596245,-0.088976875,-0.002488193,-0.21945117,-0.03829857,0.15523374,-0.17110899,0.2957286,0.13188876,-0.11312833,0.21007317,-0.10813449,-0.12689944,0.25305304,3.091145,-0.24208304,-0.78092796,-0.5460506,0.005606466,0.3265566,0.048783127,0.27210382,-0.04880876,0.029379824,-0.080450274,0.14063579,0.06480106,0.048575114,0.09338991,0.1351663,0.06791156,0.009145953,0.08982676,0.10273657,0
-331.13745,64.53022,45.804245,16.33202,-48.94022,-30.908085,-12.339516,-23.014868,-20.00677,-8.061418,-23.153988,-9.19556,-1.8265251,-9.879923,-7.685395,-2.2257493,-9.349039,-9.076304,-1.8106939,-5.9912195,-2.333752,0.57505125,-1.1997302,-0.017103354,0.14844266,0.453248,0.21099602,-0.17770667,0.36506942,-0.2795091,-0.18839996,0.37155956,0.035092276,-0.34856004,-0.10335967,-0.06024832,-0.013966686,-0.024361925,0.1809474,0.02142706,1.1355406,-0.27629688,-0.027253052,-0.8056017,0.25007358,0.26374233,0.02366384,0.046032142,0.09154135,0.096957706,0.16149104,0.15255982,-0.17280084,0.05157304,0.017361706,-0.06360697,-0.0061362092,-0.016892385,0.012508818,0.018448023,0
-295.57935,81.44912,1.476355,1.6587912,-46.377514,-28.41462,-14.887119,-12.942013,-12.458072,-9.601732,-23.413507,-7.886852,-1.975318,-13.401455,-5.817141,-4.2404904,-12.643976,-9.584551,-1.494869,-2.754309,-0.9835643,-0.42566645,-0.35001838,0.4682516,0.04004436,-0.00016951183,0.09857379,-0.2318221,-0.18405665,0.22392915,0.17689736,0.13149329,0.0025067274,-0.16717842,-0.0036237126,0.085085765,0.0055037634,-0.048149355,-0.16063203,0.1535121,2.1869307,-0.5708506,0.21537039,0.44305056,0.25143585,0.112900466,-0.011409154,0.29109678,0.13860029,0.21745525,0.031467665,0.34407365,0.037216894,-0.09640474,0.01811615,0.015028827,-0.012366802,0.19952336,-0.19857693,0.36417708,0
-284.64343,68.45615,0.37772012,-5.67085,-39.23995,-34.451286,-22.304867,-8.517031,-15.239978,-7.2403874,-20.487085,-6.633902,-6.605928,-13.584274,-5.6915946,-3.2119336,-17.350056,-8.746688,-4.289255,-4.58515,-3.354127,-2.8745065,1.3564312,-1.1598648,1.0308962,-0.007292331,-0.48506564,-0.17902832,-0.04253622,-0.02803849,0.24428652,-0.025170242,0.18409654,0.19108793,0.038433906,0.18859495,0.15625805,0.19173273,0.09724556,0.40522528,0.43356633,-0.6752363,0.25895187,-0.3589168,0.11695345,-0.0414174,-0.117133684,-0.23207968,-0.1275361,-0.046316963,0.0017402569,-0.0583295,-0.014669752,0.1694099,-0.0740985,0.0060729748,-0.23846114,0.097217426,0.02972154,0.18890673,0
-288.68018,55.314198,15.148606,12.907208,-39.42338,-42.96348,-29.26779,-12.4930525,-22.697458,-0.03664981,-17.744139,-7.7884655,-3.0777733,-13.068997,-4.625001,-2.688142,-13.110535,-8.042044,-8.272719,-8.7506075,-3.1677217,-0.5893012,0.8641306,0.80190754,-0.6270649,-0.225329,-0.08435336,-0.5236295,-0.33284363,-0.33344012,-0.01950815,-0.00088313647,0.2364872,0.09765396,0.24569015,0.054186665,0.023903275,0.257364,-0.15590358,0.11585108,-1.1015806,0.24391635,0.35141453,-0.11613426,0.56831026,0.20016181,0.19155402,0.09852535,0.2265461,0.058730174,0.4071246,0.019703975,-0.018380282,0.24461426,-0.03227827,-0.02540883,0.1491783,0.24632254,0.04322726,0.24603489,0
-279.5892,50.874844,16.344646,15.950311,-44.381065,-36.86616,-27.977581,-14.49297,-19.931032,-2.03713,-19.6465,-7.5683455,-2.163939,-11.246636,-3.7260506,-1.0907905,-11.020995,-7.9152184,-7.4212413,-6.7766347,2.765593,1.7168676,-0.07525304,0.5395483,-0.85993063,-0.028344471,0.12635416,0.21951215,0.20329918,0.008000563,0.043360382,-0.046683583,0.17922227,-0.17437609,-0.065770544,-0.058934674,-0.15934728,-0.2885812,-0.13461778,-0.2251331,2.3600304,0.5713795,-0.45754611,0.108993,0.023554109,0.0014111059,0.0021374784,-0.06753835,-0.026180308,0.026685065,0.04293196,0.061653357,0.0785267,-0.03648552,-0.15118672,-0.004550831,-0.117073014,-0.026749881,-0.031625934,-0.06765922,0
-253.99788,42.981274,16.34149,3.179676,-45.139812,-30.824148,-24.126722,-11.945041,-15.649753,-3.8847342,-22.463102,-3.799149,-3.5542815,-10.543515,-6.633179,0.5266206,-13.228858,-9.126527,-5.924821,-8.031652,3.374486,0.32331795,1.5405482,-1.0291741,0.30463615,-0.3768433,-0.10522944,-0.45069736,-0.08012101,0.07710284,-0.3247812,-0.07229233,-0.11319526,-0.34766704,-0.07588309,0.26122585,-0.19004257,-0.090535164,0.05156331,-0.010956704,2.5027134,-0.21690118,-0.034517605,0.67790306,-0.47770444,-0.1880905,0.0009048988,0.005758458,-0.20012893,-0.03960916,-0.09365255,-0.015143716,0.18521222,0.024894688,0.06276193,0.026740741,-0.032490253,-0.038358,0.1323759,-0.16176079,0
