mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_13,delta2_14,delta2_15,delta2_16,delta2_17,delta2_18,delta2_19,delta2_20,label
-224.903,24.603685,-78.96416,3.151721,-42.276062,-8.191414,-3.0833824,-7.277231,-11.480758,-5.2210913,5.3844385,-9.009928,12.349692,0.55974716,-3.7163682,3.114216,-7.186094,-4.4981127,-5.067307,-1.1997881,0.7840077,-1.9513282,0.96876395,-0.4386126,0.13412678,0.085171804,0.6732168,0.19476116,-0.34656113,0.2854376,-0.2605662,0.14640506,-0.45015553,0.02995242,0.011331556,-0.17305753,-0.09322135,0.09327297,0.20875177,-0.08047627,0.5734284,0.05705196,0.26089483,-0.4332966,0.2883268,0.009105671,-0.16868697,-0.0365419,-0.09169548,-0.025356762,-0.037055913,-0.015193361,0.14993282,0.06102028,-0.1354719,0.19270065,-0.17547967,-0.08194486,0.010077174,0.06955577,1
-171.18446,26.275177,-96.95625,10.987789,-55.94862,-8.234284,-4.6237993,-5.1236258,-7.974247,-6.881498,2.613347,-13.481657,10.904414,-4.777102,-3.6522765,-0.7344474,-7.366105,-4.7186494,-3.045566,-1.7578591,0.7592705,-0.57892007,-0.9408332,0.7955006,-0.18808594,-0.51236045,0.38343382,0.3092719,-0.28491372,0.062430013,-0.09424318,-0.09087767,0.41064253,0.010261011,-0.3437998,-0.20316783,-0.039236773,-0.20560232,-0.03547271,-0.060790166,2.0737355,0.53510314,-0.79991406,-0.8504633,-0.15494417,0.52225906,-0.11415065,-0.106228404,0.4351311,-0.057588074,-0.057437435,0.20079455,0.130203,0.12251656,0.018074187,-0.116950035,-0.031364545,0.075631425,0.12510419,-0.14906305,1
-185.35484,12.210415,-100.313354,18.311937,-46.71799,-16.498857,-6.6723933,2.1011662,-6.0980973,-4.973325,2.6703358,-15.28583,10.354636,-7.358377,-7.3628573,1.848894,-5.8949347,-3.9654512,-1.3887628,2.1663826,1.6499442,-1.0081974,-0.3816026,0.37757102,-0.34223157,0.25719845,0.2959844,0.121503495,-0.044351637,-0.08313589,0.12246852,-0.010515833,0.013100954,0.3706671,0.13553959,-0.037594546,0.16468436,0.20341977,0.11573905,0.33099487,1.235314,0.27634153,0.3921646,-0.39534158,0.11841788,-0.2539018,0.1963645,-0.13624057,-0.39966336,-0.023654688,-0.23572944,-0.14866045,-0.28341028,0.2651303,0.032964397,0.05160918,-0.015740274,0.07616564,0.01754639,-0.05396774,1
-197.25775,3.8805385,-85.28743,32.750416,-46.613884,-20.202723,-4.933653,-2.1206715,-14.020181,-6.7915664,6.159488,-18.370956,10.930302,-3.9891152,-8.457454,2.7026458,-6.4972973,-4.2331915,-1.9573238,1.9265914,-0.17615058,-1.176141,0.62052625,0.27704173,0.096231006,-0.5206106,-0.3261717,0.19172643,-0.07744735,0.10853577,0.31541562,0.34616235,0.18580817,-0.029540107,0.08039682,0.039628174,-0.03994812,-0.19093487,-0.028366497,0.07370572,-1.077876,-0.75522673,1.0277574,-1.0856217,0.42277554,0.4051839,0.3846225,0.09866435,0.013054221,0.25215444,-0.42931774,0.3000976,-0.2441828,0.23166035,-0.012372098,-0.009118109,-0.036838826,0.1222673,-0.08112546,-0.13846152,1
-176.96565,15.489725,-98.86788,26.7821,-50.996475,-13.632053,-9.553976,-5.681683,-16.55321,-5.5963345,8.667997,-22.619307,10.276006,-3.3363168,-8.176021,-1.161102,-7.070505,-7.67131,-2.3469107,3.4068956,1.0062397,0.39733472,-0.30363193,-0.5169335,-0.28647274,-0.46717525,-0.23524877,-0.12510057,0.10727234,0.26730204,0.2282515,-0.0141336955,0.21486524,-0.15428388,-0.23515643,-0.35032278,-0.21971184,0.14625208,0.3231014,0.2564301,-0.6674183,1.0597982,-0.12604387,-0.17858672,0.42799065,0.28787926,-0.0109059075,0.24666394,0.2484809,0.006070575,0.13080603,-0.10494884,-0.05545614,-0.1756634,-0.009588623,0.05407176,0.23055767,0.110478215,0.4263447,0.26297307,1
-198.68939,25.53845,-100.92256,20.459887,-44.917492,-10.842229,-11.385291,-7.5388446,-13.137528,-6.2178807,8.771537,-23.412127,8.80061,-2.3566294,-9.482804,-1.4073719,-6.501702,-6.8720922,-1.4404299,6.2100863,2.818966,0.8357909,-1.5581778,-1.1688355,-0.85830915,0.8994165,0.47421613,0.27372262,0.9263163,0.42280796,0.003830143,-0.18897131,-0.25583664,-0.12164562,0.24806887,-0.33986673,-0.19751252,0.34667644,0.32288995,-0.11034301,1.0801066,0.16186039,-0.051810432,0.3276096,-0.15971643,-0.2316341,0.15148278,0.10371945,-0.064169,-0.25411487,-0.034694914,0.13350937,-0.042247362,0.08166943,-0.110255845,-0.028204799,-0.044931814,0.0032194352,0.069284335,0.021362083,1
-199.44539,15.14111,-84.59244,32.555138,-45.218864,-14.923962,-4.386299,-9.340162,-12.014573,-8.958978,5.7780027,-22.79966,6.033626,-4.67331,-9.286334,0.8931172,-7.3331046,-5.61477,-3.021968,1.4173996,-0.35156715,-0.92348677,0.9814498,1.3202952,-0.8286741,0.20550144,0.8557793,-0.7575024,-0.42333153,0.14772432,-0.26490924,-0.42417803,0.43180633,-0.077771865,0.007351183,0.30991006,-0.119074754,-0.23733112,-0.19765796,-0.906115,0.008362906,0.5198543,0.45185173,-0.7216476,0.4098527,-0.008029158,-0.18096513,0.12720269,0.3000963,0.16095743,-0.20357572,0.40586507,-0.14897735,0.017146857,-0.090411484,0.21239287,-0.03465321,0.26398864,0.34787595,0.16920242,1
-192.35483,9.564896,-75.58253,18.686039,-42.52948,-13.251256,-1.8926021,-8.554632,-13.09089,-5.4239492,-0.1529992,-19.305683,6.6411924,-2.3178382,-6.987608,1.7898954,-9.626227,-6.2259264,-3.3824084,0.059274986,-2.8129869,-0.19221696,1.7843155,0.5027288,-0.5305534,-0.3502613,0.028809002,0.0012640461,-0.38249117,-0.3984098,-0.1109896,0.25100794,-0.043227423,0.31920025,-0.017204314,0.19135399,0.008502005,-0.35266274,-0.015035813,0.10619462,0.56817067,1.1020288,0.503628,-0.7339723,0.034841307,0.26894945,0.045713667,-0.115922,0.13372749,0.18597765,-0.10629409,-0.044339012,0.007859724,0.25822765,0.11799716,-0.019206248,0.01049547,-0.098446384,0.14985593,-0.14795312,1
-193.1123,19.070269,-78.29034,13.367063,-40.695625,-15.175221,-8.75381,-7.101093,-13.23801,-6.1743464,-0.34248176,-17.311413,11.026565,-2.298937,-8.703006,2.2453563,-10.944578,-7.495192,-2.3340597,1.4838401,2.2181628,-0.623632,-0.8504055,-0.7163091,-0.14128004,0.15604788,0.061459072,0.23952484,-0.05763732,-0.12814288,0.10260161,0.14155485,-0.041057464,0.2193387,0.41709384,-0.20166151,0.0095788725,-0.024923315,0.015297761,-0.2535023,0.24120457,0.23654403,0.3543339,-0.96174467,0.4100209,-0.0012194325,-0.17105265,0.16345777,0.17651959,0.19460954,-0.2695536,0.17761791,-0.15220523,-0.03977464,0.1777154,-0.035695612,0.13351595,-0.06895105,0.049714748,-0.16712604,1
-192.73347,15.655987,-80.56766,26.280214,-36.697437,-19.77638,-11.564229,-3.8106565,-11.905777,-9.803317,5.3610473,-15.236078,12.133041,-5.5594296,-5.441543,3.2576902,-9.120267,-7.282815,-3.1406593,1.9325209,-1.8650585,-2.0536685,1.3304139,-0.5756745,1.413824,-0.3890976,-0.010687306,0.013081053,-0.14210226,0.31134337,-0.42067772,0.31704268,-0.6833593,-0.7599028,0.11211076,-0.026645752,-0.02653987,0.13478145,-0.058696803,-0.20153178,-0.81880194,-0.19027877,1.0306855,-1.065256,0.1526152,-0.038321245,0.35989437,-0.13611317,-0.26703784,0.2912324,-0.31806725,0.16034336,-0.19192047,0.1221413,0.2879394,-0.1289334,0.056436665,-0.023937805,-0.0014913792,-0.13367441,1
-203.41745,25.806051,-87.08341,29.248466,-39.828518,-15.342473,-12.932734,-9.527329,-16.350693,-13.349496,9.208414,-15.663414,8.732638,-3.2210798,-4.0222697,0.6485594,-7.9410996,-8.938111,-6.617347,-0.8238508,1.0141885,-1.0896505,-0.0007117665,0.9320284,-0.5651882,0.20885234,0.54952794,-0.30119753,-0.40070096,-0.09225394,-0.011059456,-0.24197315,-0.2859116,0.25874227,-0.040318042,-0.18466797,0.10079316,-0.16702634,-0.25533465,-0.22749335,0.13502969,-0.8996447,0.6205459,-1.032161,0.9635312,-0.05132389,0.14092122,0.21357936,-0.04176344,0.33265126,-0.25809592,0.32671437,-0.09249243,0.24539723,0.028754184,0.2317445,0.17787969,0.089324966,0.031638086,-0.21033499,1
-205.28673,25.862104,-86.334465,15.57948,-42.72437,-7.067496,-8.942282,-11.109735,-15.7224245,-9.062326,7.17684,-12.99574,6.8533115,-0.8739224,-3.7159047,-0.07638179,-9.81825,-9.113229,-6.3818855,-3.9906285,-2.4665973,1.1732407,0.723022,0.034327324,0.48706314,0.40125832,0.0422448,-0.15362008,0.11188019,0.044055786,-0.14195022,-0.24666531,-0.4975832,-0.25435197,0.09910202,-0.19995086,-0.5205244,0.2794217,0.15639384,-0.029344892,-1.57522,-0.37869385,0.9567836,0.15304266,0.8182729,-0.501623,-0.20448914,0.26598126,-0.2777892,0.14512815,-0.16083612,-0.022657204,-0.0021503388,0.12624642,-0.12209097,0.062853344,-0.079741254,-0.02045097,0.18746743,0.04159374,1
-208.42467,1.3261309,-83.09997,13.529538,-43.80068,-1.7875423,-2.1481822,-0.5135257,-7.6454816,-5.357141,3.2327054,-12.928373,9.218126,-2.7278621,-5.8732595,-0.3445352,-8.7421875,-5.1152697,-0.09457338,1.1547538,-1.6623354,0.8565733,-0.67580074,-0.22268063,0.08778877,0.5564584,0.12444632,0.24728085,0.39455745,0.36863983,-0.16159621,0.082557224,0.061498705,0.034360696,-0.2764494,0.11876685,0.23452108,-0.07543233,-0.33336595,0.08981675,-0.65248084,0.24762756,0.87654734,-0.56288034,0.46668825,-0.00027100244,0.11283227,0.05958019,0.06889135,0.18426673,-0.4425918,0.11342697,-0.18008894,0.12393903,0.0020418547,-0.083790004,0.0112167355,-0.11082419,0.09494588,-0.11467425,1
-211.20436,5.120247,-84.68817,8.086103,-47.450893,-5.616852,-3.651971,-0.6841638,-8.646274,-3.648457,2.1027155,-12.495752,12.6776495,-1.2571832,-8.777641,0.6591061,-5.3343554,-4.70558,0.08934015,2.3999681,-1.1063622,-1.1490579,0.87521046,0.13246287,0.448185,-0.66785336,-0.13013847,0.67699075,-0.7041501,0.09150474,0.14943269,0.6520671,-0.03562454,0.25257784,0.14093317,0.08860773,0.024269525,-0.092852004,-0.19131501,0.04566696,-0.10945131,0.30575952,0.31302413,0.14719358,0.10623006,-0.18950553,-0.24540344,0.12430488,-0.043944284,0.20985693,-0.113280915,-0.016877348,-0.090545066,0.013553296,-0.11094859,-0.015387555,0.015828652,-0.25696194,0.08432354,0.0057753306,1
-188.6741,21.178091,-86.49138,3.5414608,-45.84519,-5.4711676,-8.81014,-2.2215438,-8.74235,-1.1454893,9.273232,-9.1298895,12.528902,2.956949,-5.206868,0.7459074,-3.2714744,-8.094723,-5.0386724,-1.2052618,-0.49989948,1.6864728,-0.109206155,0.48078847,-0.25917956,0.5159605,0.031226445,-0.21282382,-0.23178805,-0.095076986,0.20438467,-0.26373774,0.09483446,-0.023164643,-0.19073108,-0.028208422,0.3511706,-0.011119386,0.18948443,0.09215992,1.3461536,2.0776856,-1.0585363,0.2946039,-0.69952446,0.21415913,-0.03614678,-0.1920393,0.029228717,-0.1748355,-0.06892632,-0.23072328,0.033374794,-0.10738317,-0.04632737,-0.0015706826,0.1693949,-0.22359076,-0.031476162,-0.13011011,1
-198.14276,40.23382,-97.75173,10.234558,-43.579258,-1.2309839,-9.353462,-1.7309558,-2.7601106,-4.250505,13.296894,-13.792106,11.371113,0.74637276,-5.2143626,1.1743702,-3.6112256,-6.812368,-4.939656,1.4719678,-0.16765836,0.65155745,0.36282098,-1.5748066,0.08137736,0.27496687,0.43614757,0.047011714,-0.10497762,0.7539265,-0.6347417,-0.09400825,-0.03769988,-0.34104875,0.0983908,0.2183012,-0.24995843,-0.1298379,0.03398629,-0.28032166,2.4192932,1.4044774,-1.7143357,0.062412847,-0.2950147,-0.44873983,-0.29118472,0.09463231,0.36045414,-0.14483279,-0.0025647066,0.11228348,0.13075629,-0.09597156,0.064149104,-0.06499,0.12391787,-0.22971164,-0.18897715,-0.077220626,1
-205.32428,33.346985,-94.56786,1.1319093,-42.246346,0.2480776,-2.4930987,-7.1301527,-2.653702,-1.120226,3.36524,-17.646276,9.739466,-1.9815934,-6.9690566,0.15601633,-7.030291,-4.7652135,-6.742663,-3.1019409,-3.1490514,-1.7702104,1.9736302,0.21742651,0.38089782,-0.5407741,0.17591949,-0.26598626,-0.23749028,0.121774994,-0.38049516,-0.10456052,0.3105636,-0.00051658304,-0.1932693,0.23483777,-0.37203816,0.47010663,-0.07577463,0.3047139,-0.5770633,-0.5967251,1.6332194,-0.045185886,0.3072168,-0.13523571,0.4107134,0.053054873,-0.5190942,0.29183877,-0.14339994,0.0073229736,-0.18694155,-0.113403164,-0.033185296,0.23222847,0.10270003,-0.1604697,0.024660643,-0.13107868,1
-207.72751,18.350552,-86.866264,0.41270483,-44.23313,-7.691099,-1.546683,-7.981327,-6.1930943,1.3721721,-2.6319742,-18.833035,10.0451145,-2.862126,-8.039436,-1.3230908,-6.9093823,-3.6157947,-4.5514674,-2.4988816,-0.28829533,-1.4327989,0.7935255,0.62470895,-0.30885267,-0.32807684,0.1787629,-0.030074967,-0.2962913,0.122220844,0.053662565,0.109332204,-0.043391775,-0.09688178,0.15706535,-0.16678026,-0.31818497,0.37522632,0.5746058,0.83361876,-1.3877915,-0.13491197,0.9597319,-0.2133746,0.66080785,-0.01689611,0.10152896,0.050686043,0.18837543,-0.027859636,-0.08766511,0.18657683,0.13759933,0.15138817,-0.069415815,0.33059892,0.09420749,0.43068635,-0.07760608,-0.059582453,1
-188.59982,15.1794615,-91.214195,16.22634,-51.478786,-14.997632,-6.512048,-6.343316,-11.078003,-2.673261,2.065116,-19.948147,10.756334,-6.3163924,-8.381232,-3.159579,-7.888006,-4.5430646,-2.2068663,1.2635354,3.042377,1.2655814,-1.6863818,0.57872486,-0.9430664,-0.29824793,-0.10905829,0.2489189,0.36534443,-0.030131271,0.16921642,-0.23250672,0.32274806,-0.041387334,0.15202264,-0.050256155,-0.010285414,-0.22329119,0.006690782,-0.102341086,-0.73146313,-0.80194813,0.62848896,-0.92479235,0.49745935,0.21033789,0.19469818,0.14428775,0.54125607,0.33644357,-0.13339286,0.3336319,-0.13729374,-0.17223363,0.018698465,0.08636918,-0.04681625,0.071438305,0.14870825,0.16772696,1
-175.91301,2.8062265,-77.25161,14.599098,-50.62884,-10.883655,-10.436998,-10.936471,-15.100457,-3.0155013,1.3494834,-13.79721,9.861615,-2.1967618,-8.311298,-2.271196,-9.139818,-7.77635,-4.0359883,-2.5633538,-1.2915035,0.48589408,0.50872636,0.23159784,0.7924895,-0.33867773,-0.08801794,0.49166104,0.3819202,-0.12253045,0.003075667,0.042098053,-0.038551144,-0.0047701346,-0.080119275,0.19468667,-0.033894815,0.033641912,-0.0796744,-0.05222969,-0.5179405,-0.5820336,1.0894281,-0.045322333,0.29222336,0.15747932,0.32615322,-0.023208255,-0.21578382,0.09334444,-0.19693533,0.2847012,-0.38484782,0.40865943,0.07517765,0.21770974,0.064474516,0.1072127,-0.06877555,0.124780126,1
-195.53397,4.0537343,-74.27995,15.879165,-37.9443,-14.9735775,-12.758318,-8.990158,-16.33356,-5.928779,5.0294027,-10.065095,12.247339,2.1142304,-5.5404754,1.7747139,-5.353811,-7.8647695,-5.7152023,-2.8846114,0.58988607,1.0603714,-1.4991148,0.5460162,-0.15555742,-0.37026888,-0.24388829,0.1882644,0.4602824,-0.46066824,0.65319663,0.18847844,0.013558956,0.030618092,0.24762264,-0.15867297,0.0668684,0.03491727,-0.2347417,0.027275657,0.4201855,-1.1071153,1.2793481,-0.41973406,0.95536596,-0.3043302,-0.22570299,0.22618607,-0.027419318,0.137695,-0.3795965,0.23464252,-0.33169058,0.29318818,-0.0042371927,0.24855877,0.024426801,0.14544173,0.107896924,-0.04994282,1
-240.00398,5.949458,-67.93567,18.757822,-28.372946,-15.025307,-1.6840024,-0.037641436,-14.042626,-8.410904,7.780794,-9.071345,10.698131,-2.978812,-5.398452,4.1732197,-5.1106067,-5.3909173,-2.9050105,3.690519,-0.025126986,2.9243197,-2.1312528,-1.8540379,-0.6525074,0.2657546,-0.22050555,-0.0078454325,0.2774943,-0.43350777,0.030308276,-0.2361932,0.23543851,-0.6784832,-0.30331957,-0.27872303,0.25740772,0.6595311,1.107535,0.6278449,-0.62848604,-0.006360342,-0.23529483,0.58283335,0.049007356,0.53938156,-0.056716632,-0.413929,0.25509787,0.23555127,0.058676817,-0.10285982,-0.042691752,-0.16437368,-0.051423512,-0.04253605,0.4533486,0.42902586,0.11860351,-0.18185198,1
-219.66078,8.771954,-68.93392,12.890491,-30.05856,-16.746014,-3.382306,0.22719204,-10.85885,-5.775535,4.4417586,-10.1072445,8.825201,-6.6755805,-8.896795,3.2865405,-7.8363657,-3.352065,-1.8649449,6.1112456,-1.9225413,1.4336635,-0.44048005,-0.26160714,0.15831015,0.53376096,-0.28435394,-0.250328,0.54342157,0.027607195,-0.4415336,-0.065647446,0.09634684,-0.47893995,-0.17999367,-0.3694058,-0.089359134,0.033292465,-0.2813371,-0.011421881,0.18118706,-0.9286896,1.7114302,0.11330278,0.32374483,-0.173493,0.42584032,-0.19983011,-0.3589792,0.2174818,-0.20329234,0.18716389,-0.12410149,0.3009416,0.042922936,0.031805295,0.1463375,-0.06893714,0.03788376,-0.25665566,1
-149.05882,20.330107,-103.21202,15.725431,-43.04667,-15.851968,-16.0261,-2.3643358,-7.589224,-4.4045653,3.599465,-13.173184,13.102015,-6.922606,-7.5348296,-2.2121994,-8.545104,-7.7342305,-5.9332333,-0.89075756,0.91876346,2.3052676,-1.9687725,1.5711606,-1.0391966,-0.29607707,-0.46079823,-0.3545651,0.45500982,-0.3790437,0.6383873,-0.40262777,0.46588573,-0.36757907,0.026618434,-0.05825635,-0.14655334,-0.19862446,-0.12749387,-0.088022284,-0.6127266,-1.1798576,0.76608336,-0.23881549,0.15475881,-0.028507832,0.35914072,0.25945228,0.15121424,0.1821891,-0.032952968,0.15042476,-0.22481434,-0.08537847,-0.03801248,0.15814596,0.06537695,0.11064154,0.05561252,0.20071,1
-147.16722,22.686598,-105.83372,18.991566,-45.191658,-13.018475,-12.463815,-1.4302871,-7.5006714,-5.1311016,6.578684,-14.61615,12.532155,-2.9045892,-2.606139,-2.2465262,-7.7842784,-7.015909,-5.132787,-3.2022722,-0.5659581,0.4133783,-0.7604131,0.5984767,0.45923176,-0.6615154,-0.7242186,0.45244607,-0.09463328,-0.48214808,0.6374487,0.32130387,0.082103,0.37376788,0.23205169,-0.036333613,0.11400488,0.110449135,-0.008519009,0.08799457,0.17500015,0.7276489,-0.2908851,-0.43208262,0.1756036,0.40257427,0.009260302,0.20147383,0.2876267,-0.1090093,-0.1990821,0.12885258,-0.17252916,0.15059443,-0.09186806,0.18298326,0.21661972,0.31331715,0.15383247,-0.024221636,1
-290.41486,112.06261,-94.30178,13.427996,-14.0312395,-22.396969,-12.08345,-18.880533,-22.154839,-6.5250006,-6.6580405,-11.466042,-8.215614,0.8310745,-8.427967,-1.89443,-0.62800187,0.32992113,-3.403908,1.0364935,-4.5851064,1.6669141,-0.23676924,-1.7580913,0.7633431,0.9686083,-0.5298505,-0.106313065,0.29641902,0.68392426,0.031717543,0.29070422,0.006135814,-0.38013116,0.33815405,-0.47715047,0.022405926,0.104277305,0.08890857,0.050348714,0.7341332,-0.72428423,-0.059987478,-0.7447641,0.022243207,0.11860173,-0.27085012,0.569144,0.50786,0.5759884,0.16455467,0.03693387,0.27945128,-0.06659167,-0.08106904,-0.0740022,0.082536034,0.051055737,-0.10921553,-0.012038219,1
-318.9394,103.80522,-78.20076,0.11729145,-17.100008,-10.580038,-11.941198,-18.722954,-14.32761,-2.7615557,-13.466441,-8.796151,-6.549106,-0.3429822,-9.767051,-2.7533545,3.0183225,-1.7784367,-5.5157113,4.966854,4.852538,-0.88546294,-0.71017474,0.10437645,-0.3057717,0.14730248,-0.5362113,-0.31331742,0.33807656,0.3588816,-0.6082045,0.19436772,0.15456428,-0.32901227,-0.0153024765,-0.21427347,-0.14598034,0.09112038,-0.25378573,0.07569911,1.1886809,1.5571705,-1.3788428,-0.2104727,0.18201892,-0.09049618,-0.19712086,-0.45846143,-0.38143212,0.052357875,0.027483217,-0.24817985,-0.1132262,0.13871296,-0.07590406,0.037867513,0.026569165,-0.014522723,0.09045368,-0.19586349,1
-302.9801,75.76111,-59.071556,16.003391,-22.574295,-15.134036,-15.125228,-16.255024,-15.472814,-8.144877,-20.777401,-7.669001,-3.0387213,1.531291,-10.382859,-0.25192207,5.032845,-3.5094688,-6.6871214,4.965725,5.292429,-1.3981878,-0.18611875,-0.38871315,-0.36223167,-0.38853458,-0.5883442,0.1721317,-0.026845675,-0.20390944,0.0024202475,0.12231121,0.2509021,-0.03574453,-0.17964408,0.008509185,-0.24599078,0.022249827,-0.041688275,-0.13790236,-1.2263969,2.178202,-1.1476808,-0.33912477,-0.33489075,-0.13378134,0.07676796,-0.04418442,0.56707764,0.239731,0.35713294,-0.080282874,-0.17484532,-0.038502883,-0.009706297,-0.04670493,-0.1511296,0.05511895,-0.064339995,-0.13049291,1
-321.38947,71.257164,-57.255154,22.412329,-14.963314,-15.480419,-19.557175,-10.944914,-20.241035,-11.467333,-16.659962,-10.627597,0.059449814,-1.2624446,-7.398477,1.1590301,2.3927932,-0.03099677,-7.6837745,2.890628,-0.9695471,1.9673736,-0.13919058,-1.324065,-0.2585677,-0.39579555,0.1444631,0.46623865,0.124408066,-0.2425471,-0.0760995,0.091518655,0.40546694,-0.28449708,0.22027716,0.34059975,-0.19074655,-0.19006948,0.223741,-0.35024726,1.4125856,-0.4827738,-0.52563894,0.50715744,0.11210675,-0.30504653,0.12919138,-0.013718885,0.21836656,0.2646466,0.03175186,0.063246936,-0.1528974,0.025547534,0.027899383,-0.10100212,0.0055185123,-0.05423394,-0.12669396,0.01868535,1
-336.8208,74.46641,-67.55261,19.104815,-13.895768,-14.890068,-16.264475,-7.2428975,-13.860032,-9.004581,-12.096639,-9.527948,4.4899487,-0.62928355,-5.5115314,5.338214,-2.0992086,-0.10942533,-3.8169765,3.5444245,2.1011355,3.9001162,-1.5506239,-1.2205535,0.27777734,-0.17534153,-0.4171219,-0.5839142,-0.3173516,-0.14235619,-0.33655542,0.058050532,-0.1993092,0.22115742,-0.014050157,-0.020174848,0.06310942,0.07026503,0.1142275,0.071018875,-1.7394366,0.85700446,0.005003823,-0.21412158,0.35541588,0.12195449,0.09364564,0.42255676,0.27629593,-0.11545537,0.2423608,-0.07815403,0.036606018,0.16316538,-0.10612907,-0.078412205,0.027008314,-0.079855464,-0.008190369,-0.034014158,1
-287.09964,77.32158,-83.83987,15.699032,-20.120039,-25.069027,-11.73651,-6.5943503,-15.603022,-12.272017,-4.6423545,-10.76343,-0.635551,2.6141493,-9.213454,3.858255,-3.1115239,2.2487934,-3.362361,2.760981,-3.814329,2.1261868,1.0823498,0.08091109,0.46116152,0.22692457,-0.05791661,-0.70626557,-0.75363785,0.17439234,-0.15842347,-0.3109876,-0.4214907,0.015651314,-0.04337234,-0.15080065,-0.01826188,0.045696743,-0.13657118,-0.12631105,-1.403956,0.7110739,0.5978476,-0.3904372,0.13620472,-0.015259959,0.2055553,0.43173283,0.060670797,-0.12690529,0.04821922,-0.020895826,0.03666679,0.19969001,0.12255347,-0.09177149,0.28420824,-0.15572548,-0.007270461,0.06143223,1
-276.85434,75.58061,-76.62816,8.165705,-25.299921,-20.553701,-13.157694,-11.556466,-18.153679,-11.681465,-5.7214313,-9.012795,-2.2777777,1.9239417,-8.661366,0.32693097,-3.4863534,4.929796,-7.0135064,2.2405837,0.8500812,0.09066118,-0.4374391,-1.144956,-0.8921735,0.45016098,0.25692755,-0.49937955,0.3119694,0.5803039,0.007685612,0.30748215,0.21872476,-0.28655356,-0.1335668,0.040253498,-0.2213123,-0.08140622,0.05700838,0.062560506,1.2034373,-0.63504434,-0.0984196,0.40801263,-0.1403551,-0.15928589,0.006309725,0.052347656,0.38439283,0.2818197,0.27298388,0.096381485,0.19926716,0.23815785,-0.050532322,0.31457815,-0.08060085,-0.033724274,0.21966864,-0.027308086,1
-289.89935,92.8651,-74.458725,10.491636,-24.899681,-19.955965,-12.669163,-15.452245,-22.472078,-14.731609,-11.399137,-9.901555,-0.8035644,3.8253825,-7.1302485,-1.0703349,-4.430059,1.4192783,-5.4393916,1.8354591,-0.54512304,0.044017065,1.1195036,-1.0478697,-1.2622784,0.51737076,0.26437408,0.55031276,0.18955438,-0.5627545,-0.17327172,0.18523973,-0.14633346,0.3431732,-0.022304008,-0.13890687,0.035023756,0.08878401,0.15824498,-0.1512675,-0.5424734,-0.022825545,-0.11887203,0.008015377,0.6218223,-0.16077168,-0.09945992,0.20048125,0.5687027,-0.0661573,-0.053645838,0.06971802,0.23176968,-0.032383744,0.039226245,-0.080702245,-0.11683301,0.031842314,-0.09494822,-0.02729895,1
-289.8335,117.862045,-86.94134,20.60502,-21.654951,-26.600065,-13.201891,-18.954342,-25.556559,-17.619478,-13.992137,-13.046523,0.5563642,2.2992759,-8.171385,0.63868845,-4.3375034,-1.9623399,-3.212134,-0.7953436,-1.148569,-0.5873507,0.30911276,0.5279583,0.23006451,0.06897433,-0.18038005,0.011731663,0.042769123,0.23403436,-0.14879023,-0.27691025,0.4914525,-0.4561284,0.12629117,0.08757116,-0.24710561,-0.057631128,0.035959505,0.038301058,1.295229,-0.14007178,-0.17046072,-0.26704893,-0.23811083,0.120610446,-0.14885312,-0.20036238,0.15313832,0.2247702,0.036684863,0.16856302,0.18953362,-0.13099892,0.15343541,-0.010097146,-0.12849064,0.1169285,-0.08925292,-0.084064454,1
-316.26202,98.14371,-88.63953,29.193705,-11.843604,-22.970018,-17.936562,-21.99456,-16.749746,-9.612409,-19.031393,-9.241765,4.330921,-0.952185,-3.2337809,1.0266379,-4.98355,0.2301306,-4.0196176,-1.153964,-3.9697983,0.4457046,0.8590877,0.020689888,0.50015277,-0.39504635,0.16777009,0.4742342,0.6329739,0.34648868,0.16661534,-0.0816096,-0.19982941,0.22708589,0.0067470376,-0.19597815,0.036315177,-0.19603555,0.07506411,0.1179391,-0.59448487,0.69651145,0.2959377,-0.92429584,-0.14788482,0.21431154,0.2326073,-0.0005788652,-0.002328865,-0.12346696,0.28182736,0.20475443,-0.029716063,-0.110784605,0.05985695,0.1064331,0.0052190395,0.04410602,0.1031115,-0.002011329,1
